freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction(%)
FL250925,Jennifer Miller,Female,58,Brazil,Portuguese,Blockchain Development,29,30,3.3,1,89
FL250926,Thomas Young,Male,50,South Africa,Afrikaans,UI/UX Design,13,40,2.5,1,81
FL250927,Zachary Larsen,Male,27,South Africa,Afrikaans,DevOps,1,100,3.7,1,61
FL250928,Valerie Gutierrez,Female,20,South Korea,Korean,Machine Learning,9,30,4.6,1,64
FL250929,Daniel Parker,Male,52,Russia,Russian,Blockchain Development,15,40,0.0,1,92
FL250930,Nicole Bennett,Female,22,France,French,Machine Learning,2,30,2.0,0,96
FL250931,Lauren Lowery,Female,38,Turkey,Turkish,Web Development,14,100,1.7,0,66
FL250932,Alexander Woodward,Male,21,Canada,English,Graphic Design,0,100,3.0,0,64
FL250933,Anthony Walter,Male,41,Australia,English,AI,15,40,3.4,0,100
FL250934,Valerie Finley,Female,33,Indonesia,Indonesian,Blockchain Development,6,40,3.2,1,95
FL250935,Deborah Kelley,Female,38,Mexico,Spanish,Mobile Apps,11,40,2.8,1,91
FL250936,Kristina Miller,Female,26,Russia,Russian,DevOps,8,20,4.1,1,82
FL250937,Anne Hampton,Female,43,Netherlands,Dutch,AI,3,20,0.0,1,95
FL250938,Sandra Henry,Female,21,Italy,Italian,Cybersecurity,0,40,0.0,1,95
FL250939,Tony Hester,Male,47,South Korea,Korean,Mobile Apps,7,30,2.5,1,69
FL250940,Nathan Davis,Male,35,Spain,Spanish,Graphic Design,6,40,2.5,1,91
FL250941,Erica Jackson,Female,37,Indonesia,Indonesian,Mobile Apps,9,30,2.7,1,64
FL250942,Nancy Glover,Female,38,Brazil,Portuguese,AI,15,40,4.0,1,62
FL250943,Richard Sanchez,Male,40,Canada,English,Data Analysis,20,20,2.5,0,81
FL250944,Savannah Reid,Female,46,Brazil,Portuguese,Data Analysis,16,75,0.0,0,94
FL250945,Robert Salazar,Male,56,Egypt,Arabic,DevOps,22,30,2.5,0,95
FL250946,Hector Greer,Male,24,Turkey,Turkish,Graphic Design,2,40,1.6,0,100
FL250947,Thomas Jackson,Male,40,Mexico,Spanish,AI,1,75,0.0,1,94
FL250948,Tina Clark,Female,38,Turkey,Turkish,Mobile Apps,8,30,4.0,1,92
FL250949,Heather Brown,Female,28,France,French,DevOps,8,50,2.5,1,95
FL250950,John Weaver,Male,25,Brazil,Portuguese,DevOps,7,20,3.8,1,97
FL250951,Bradley Harris,Male,41,United Kingdom,English,DevOps,8,50,4.8,0,75
FL250952,Cassandra Macdonald,Female,45,Mexico,Spanish,Data Analysis,6,40,2.0,1,78
FL250953,Matthew White,Male,47,Turkey,Turkish,DevOps,16,100,3.3,0,65
FL250955,Laura Thompson,Female,25,Canada,English,Blockchain Development,6,100,2.5,1,78
FL250956,Nathan Soto,Male,27,Australia,English,Web Development,3,50,2.5,1,96
FL250957,Rhonda Hines,Female,57,Australia,English,AI,5,100,0.0,1,80
FL250958,Gabrielle Bowman,Female,34,Turkey,Turkish,UI/UX Design,12,20,1.6,1,64
FL250959,Julian Edwards,Male,55,France,French,UI/UX Design,33,50,0.0,0,92
FL250960,Nicholas Scott,Male,21,Egypt,Arabic,Blockchain Development,1,100,0.0,1,64
FL250961,Daniel Green,Male,53,Netherlands,Dutch,DevOps,27,20,4.7,1,71
FL250962,Catherine Johnston,Female,21,Germany,German,UI/UX Design,1,100,0.0,1,95
FL250963,Brenda Koch,Female,36,Brazil,Portuguese,Web Development,9,20,4.1,0,86
FL250964,Mr. Robert Meza,Male,40,Germany,German,AI,2,30,1.3,1,77
FL250966,David Osborne III,Male,45,Netherlands,Dutch,Cybersecurity,4,20,2.7,1,72
FL250967,David Hooper,Male,44,South Korea,Korean,Machine Learning,9,40,2.5,0,70
FL250968,Sarah Miller,Female,36,United Kingdom,English,Cybersecurity,13,30,3.6,0,86
FL250969,Lisa Werner MD,Female,26,India,Hindi,Graphic Design,1,75,3.0,1,64
FL250970,Eric Jimenez,Male,49,India,Hindi,Web Development,1,40,0.0,0,82
FL250971,Jay Bush,Male,29,France,French,Mobile Apps,3,40,0.0,1,81
FL250972,Johnny Rice,Male,32,France,French,Graphic Design,1,40,3.1,1,76
FL250973,Matthew Strong,Male,24,Indonesia,Indonesian,Blockchain Development,3,30,3.9,0,90
FL250974,Mark Chandler,Male,35,South Korea,Korean,DevOps,14,30,1.6,1,67
FL250975,Crystal Brown,Female,43,Spain,Spanish,Blockchain Development,2,40,1.8,0,61
FL250976,Timothy Barton,Male,53,South Korea,Korean,Machine Learning,27,100,3.7,0,73
FL250977,Lisa Hickman,Female,38,Russia,Russian,DevOps,7,75,2.5,0,64
FL250978,Alan Mendoza,Male,57,United Kingdom,English,Cybersecurity,29,75,4.1,0,90
FL250979,Jason Sanders,Male,27,China,Mandarin,Blockchain Development,5,75,1.4,1,64
FL250980,Charles Dean,Male,43,Argentina,Spanish,Web Development,2,100,1.1,1,63
FL250981,Blake Newton,Male,48,Canada,English,Data Analysis,18,40,3.9,1,64
FL250982,David Gonzalez,Male,26,Brazil,Portuguese,Cybersecurity,8,20,3.6,0,67
FL250983,Cindy Williams,Female,40,South Africa,Afrikaans,Graphic Design,0,40,0.0,0,97
FL250984,Laura Wong DDS,Female,50,Italy,Italian,Data Analysis,16,75,4.5,0,69
FL250985,Robert Moran,Male,48,South Africa,Afrikaans,Web Development,8,50,2.5,1,73
FL250987,Daniel Thomas,Male,26,Egypt,Arabic,Machine Learning,9,50,0.0,1,81
FL250988,Michelle Peterson,Female,35,South Korea,Korean,Graphic Design,16,100,4.3,1,74
FL250989,Seth Thomas,Male,23,United States,English,Blockchain Development,4,100,2.2,1,64
FL250990,Evan Ramos,Male,37,Australia,English,Graphic Design,4,75,3.2,0,76
FL250991,Michelle Solis,Female,21,Argentina,Spanish,AI,2,100,3.7,1,73
FL250992,Charlotte Taylor,Female,58,Germany,German,UI/UX Design,37,50,4.9,0,69
FL250993,Sandra Preston,Female,52,Indonesia,Indonesian,Mobile Apps,32,75,3.2,0,79
FL250994,Jim Weiss,Male,46,Russia,Russian,Mobile Apps,8,20,2.2,1,89
FL250995,Jennifer Hinton,Female,34,South Africa,Afrikaans,DevOps,8,30,3.9,1,95
FL250996,Albert Wilcox,Male,56,Turkey,Turkish,DevOps,13,100,0.0,0,68
FL250997,Cheryl Norris,Female,26,Germany,German,Blockchain Development,6,40,2.8,0,82
FL250998,Kathy Watkins,Female,37,Japan,Japanese,Data Analysis,15,75,2.5,0,94
FL250999,John Obrien,Male,46,Russia,Russian,Machine Learning,22,100,2.8,1,97
FL251000,Dawn Green,Female,36,Mexico,Spanish,UI/UX Design,18,20,1.7,1,72
